,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,CP6,CP2,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,FCz,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,F2,AF4,AF8,TP9,TP10,Cz,target,rt,trial
0,0.00011978522275991173,0.00024874030389270685,0.0002655982948445215,0.00031959221587009393,0.000146808190078386,0.00019188617466429377,0.00014220458983880946,8.723967463754132e-05,0.000244451937033842,0.00011642601005555119,7.108777706345006e-05,0.00023723320796321148,6.455098441039536e-05,7.179923518110035e-05,0.0002618771268203781,5.3728013690699105e-05,0.00013616367541856612,7.768207233992636e-05,4.7431453491995374e-05,0.00039014671201791974,0.0002125832384809793,0.00010356209993764834,4.4839402982717714e-05,0.0001030121245340195,0.00011969002282619077,0.00026651638424597587,0.00013629940994820404,0.0002608350685511868,9.679885080152849e-05,0.00029594892138256696,0.00034698215293434267,9.339409793017399e-05,0.00022543396020239278,0.00015638412074048708,0.00017414930439180136,0.00021467464104183687,0.00026875883759019665,0.0001301323964897559,0.0001110435413091448,7.853383064796304e-05,0.00030705040157644664,9.144387641714342e-05,5.818652885436517e-05,6.693046894741775e-05,0.0002635650345363896,0.00020138029601233945,6.735400163356442e-05,0.00012422512509415083,8.692024565565543e-05,0.0002446037949841724,0.00017833042401539493,7.442955562004432e-05,9.962375007338476e-05,6.232016360273841e-05,0.000293110627491697,0.0002264917074755336,5.3729907929439435e-05,0.00018386167806154962,0.00018454716884355184,0.0002224280101888933,0.0003066646624493902,0.00019301289519330384,0.0002445455326711212,0.00021269103443634612,3,0.5209004878997803,1
1,7.6713726832606e-05,0.0002543057595515469,0.00018770605127718383,0.0002457354725538925,0.00013458672277709302,0.00012632650595703789,0.00016823461087426978,9.24453467908068e-05,0.00019698705259988387,0.00010924789433624535,7.104544275779933e-05,9.601004027043694e-05,5.4183437847311175e-05,6.979192141808735e-05,0.00017508273251903552,5.874818963499837e-05,8.14448959463048e-05,4.6709599561720824e-05,2.742777688647445e-05,0.00030460320769439984,0.0001229198209237893,5.4384307249775115e-05,6.518533866803324e-05,0.00023207663599240035,0.00012379526290177712,0.00028730963878837525,0.00016812869615565382,0.00030872260007324374,0.00010520171280399611,0.00047254259856860696,0.0002694222095396916,0.00016289792768600994,0.00020281024672572716,0.00011888964171315423,0.0003193042834224362,0.00018589432349624,0.00020695076829173203,7.71416775062754e-05,0.00010872050188832741,0.00019053904804728567,0.00030190315555636587,9.27311168223361e-05,6.773332865686185e-05,5.723033293573792e-05,0.00016380185474954186,0.0002084632778329901,7.456681110817629e-05,0.00010894244527588875,5.171450305774311e-05,0.00016031455961471386,0.00011589159816170192,5.222815714817776e-05,8.880215294163748e-05,6.491665432108002e-05,0.00027411923119257607,0.0001442240590100329,0.00015175454599319828,0.00025645751876010164,0.00028231290238428384,0.00027728182008890547,0.0002987735653740077,0.0002321114715605243,0.0002910678915489406,0.00018953311438113567,3,0.4963597357273102,2
2,0.00010991222384045072,0.00013909979895926016,0.00024174021210602973,0.00018286223060689214,0.00010440760615662453,0.00010110380799247196,0.00018045252606080462,8.198022550812481e-05,0.00012585738058540526,8.555873105367576e-05,6.463273612461821e-05,0.00011289097866929924,8.72797694236301e-05,5.838217177731253e-05,0.0001269506742653053,7.143473682711353e-05,0.00012340493685837378,7.879193797094688e-05,4.409487680952152e-05,0.00019515974835886436,0.00012211818874974294,6.928862088024761e-05,5.896725835338873e-05,0.00027516882534273524,0.00010535690478488536,0.00028065003331586533,0.00019146677708849872,0.00031344314538363433,0.00014794095784675671,0.0003477568200782253,0.000531752563595356,0.00014245978198942845,0.00015382973243831423,0.0001297324005632582,0.00031135694451509986,0.00015975907499860884,0.0002272337001027398,7.043723890094978e-05,9.051652810567315e-05,0.00019320596340531362,0.00019553867007205265,7.114322377839034e-05,7.276370025560514e-05,0.0001310616560993564,0.00012838650593892503,0.00011754925233439961,8.488096363296794e-05,0.0001408023451890498,9.517344996227189e-05,0.00014399574072236626,8.81376707016289e-05,7.06978696468524e-05,0.00011042537381418527,6.76381676205043e-05,0.0001316433921233558,0.00022447258141094467,0.0001298879391761073,0.0002299305708169529,0.00030402962519932383,0.0002485949353887414,0.0004225869160914699,0.00022156906315937898,0.00019310671742869682,0.00024770768745067376,3,0.5595811605453491,3
3,0.000166492957421032,0.00027365916006760077,0.00019972402993502261,0.00023537701596718763,0.00013929915922111902,8.732916105432618e-05,0.00010707755497560127,9.604370335760874e-05,0.00015176580038375785,8.638365258425755e-05,6.508933089247909e-05,8.407521065758489e-05,6.140199110200719e-05,7.01211720289645e-05,0.00017120197826278583,6.67667418876251e-05,0.00010564071450139381,8.115754300040936e-05,5.6222752085663303e-05,0.0002633732733902319,0.0001383908923661864,8.774724293834499e-05,7.381455458930152e-05,0.0001416571448086336,0.00010309088051590096,0.00025041979960650605,0.00015532836849485194,0.00029256354158197054,9.604926361743718e-05,0.0003886643017135412,0.0006574348832809688,0.00015801482920275477,0.00012191597956211868,0.0001427965512955695,0.00037052475940639736,0.00024243451583903086,0.00021655213193069666,7.156302250425573e-05,0.00010651039463356214,0.00011542594054024925,0.0002076792191016197,7.051931280822247e-05,7.53432371657306e-05,5.416303094901356e-05,0.00017774920793869667,0.00020096854987604703,8.17176327764968e-05,8.254770966018826e-05,9.990003125135936e-05,0.00016345555909241227,0.00013008752874605912,8.023895535300326e-05,8.645545930119355e-05,6.754220647709333e-05,0.00022257317225768755,0.00019194007530639288,8.439291425437169e-05,0.0002900327641833944,0.0002940178422375864,0.00024356532600545763,0.0005935472586211321,0.0002908555268216698,0.00026422168394375436,0.00016028993024810035,3,0.4629139304161072,4
4,0.00010503886701259027,0.00018686920109091797,0.00017643421359204257,0.00026017004903806956,9.289912629775576e-05,0.00010538479210670777,0.00010238456164197703,6.033646181391143e-05,0.00014563681612512458,0.00010681446269012863,8.340768234586852e-05,6.532898303443275e-05,7.870980229241815e-05,9.86448230135226e-05,0.00014964073490407234,7.569703131652335e-05,0.00011502410755626621,7.754874583830302e-05,4.367208285297148e-05,0.00027833640443382916,0.00019825133940649784,8.407522065050798e-05,7.242702171059916e-05,0.00019563797264118233,0.0001302883333290097,0.00034822728433045523,0.00014357656270828868,0.0004630763400627659,8.850488127205256e-05,0.00034511430969098715,0.0004341542686116156,0.0001466734152277279,0.00011279902021217372,0.00013866981037005056,0.00023389977664752576,0.00017537914021113876,0.00021296592626911929,4.469754198688814e-05,8.851875657553713e-05,0.00012581377105364745,0.00023222172098165148,8.877006961273172e-05,9.200960200415232e-05,7.999691652634856e-05,0.00017371469983652366,0.0001724314135112055,0.00012412841329366415,0.00018975478085993906,0.00010158259954328438,0.00015780023099884577,0.00013857803303297554,6.26769507953823e-05,0.00010785727252721197,6.99448566997949e-05,0.00026169359087180593,0.00028423562532090604,0.00010515502680068537,0.000326856106679607,0.0002756384875593339,0.0002200738879534911,0.0004943091899540708,0.00023757528948981787,0.00018932055164586179,0.00013623869983592264,3,0.5142658948898315,5
5,0.00013244583417854245,0.0002492091160384413,0.00019704669980797883,0.000270409373520331,0.00016543600073836372,7.370708132453461e-05,0.00011427151844887811,6.350457979309626e-05,0.00011318354567796817,9.265727386174705e-05,5.804074352100194e-05,9.327019367020222e-05,7.387796968488085e-05,7.143059783469707e-05,0.00017116460627264574,0.00010498641786117032,0.00015068793770965815,0.000153099155343769,3.268439430076475e-05,0.00034143279413382204,0.00023120964812426188,8.434690309257258e-05,6.98802840944374e-05,0.00019839153209812556,0.00012064328279247123,0.0001839275330998048,0.0001539032576501332,0.0002778978199820504,7.172739612999579e-05,0.00036393608568441473,0.00027463045435989437,0.00011343298050766503,0.00011018405635931541,0.0001387177267353526,0.00024088575760496087,0.00022821798919746758,0.00020768729412041248,8.566840051133992e-05,6.069403998192276e-05,0.00014144807677502345,0.00017977519492764563,9.513106211503704e-05,5.801884919931096e-05,7.668593210349698e-05,0.00017286744907426638,0.00018901776083830648,0.00013062442903018914,0.0001500820491448791,0.00013203213990528476,0.0002428460067456029,0.00015815718730549606,6.168914370473752e-05,9.398580065740106e-05,7.431921699119563e-05,0.00023978072389102363,0.00023310853162153615,8.584050001127984e-05,0.00022658572078100336,0.00017100323760349323,0.00026166781062779074,0.00030547975783832236,0.00026544108940721535,0.00022062618496467752,0.00018806201655946852,3,0.5162450075149536,6
6,0.00014310910569143796,0.000312041725546368,0.00019928260626091336,0.00021298152509422055,0.00014176593506874273,9.541475042630759e-05,0.00013851947230803546,5.7189107732070495e-05,0.0001023241130004053,9.292286246483111e-05,6.493475664212753e-05,7.691377706756843e-05,7.926518539463982e-05,6.162721134793256e-05,0.00011254340225125246,0.0002034482506025558,0.0001766318107654433,0.00016698762105341446,5.3875442632197146e-05,0.00042896326224284596,0.0001147511990142072,9.642001565822697e-05,5.4652706702081306e-05,0.0002391435516074208,0.000144870111617369,0.00023475196358335384,0.0003654634314858872,0.00017602394369127565,0.00013220130106928555,0.00027271400211057204,0.0004884722129950193,0.00012607373536769904,0.00012438223751449508,0.00015637955848286082,0.00036528426669586554,0.00019229967327782498,0.00021089871493137246,8.622240553134256e-05,9.165306399313868e-05,0.0001311758732085664,0.000137969868140019,6.895134098933976e-05,6.438115281653484e-05,4.478813039205461e-05,0.00011001460074582675,0.0001601675507534567,0.00039783835054981034,0.00013398470526221966,0.00010513395516103068,0.0002547372787487143,0.00018041082722086282,0.00010791054735879294,9.486415955897895e-05,9.383625864539914e-05,0.0002621240488266758,0.00013047304687939396,8.894585559568544e-05,0.00019280056388785814,0.00034979458081690564,0.0002479717746898778,0.0004773567175308144,0.0002570055367841734,0.00030418581033036493,0.0002676049670527409,3,0.6389011144638062,7
7,0.00012802838614916194,0.0003303787992216297,0.00020820728905918275,0.00029511548452561666,0.00014244792201542253,0.00012780354362591624,0.0001897727348298193,7.078016261536561e-05,0.00019407041346340492,7.24402815633341e-05,4.763095462324448e-05,8.542207237560831e-05,8.182909100637438e-05,7.952152554242563e-05,0.0001507705855848357,0.00014601200098179567,0.00019132413013999713,0.00018842418861125286,3.8874539122210376e-05,0.00030609759955480865,0.00013187516707163422,5.967451027661068e-05,7.168151414402988e-05,0.00017982409618416892,0.00011307168172554558,0.00014419795061740252,0.00023486292189079793,0.0001897616274231868,0.00015300497032719117,0.00036284096034446797,0.0003655232460329645,8.495801694900788e-05,0.00014885174771434322,0.00015622230933848928,0.00034310331348398333,0.00027530816483440094,0.0002342024306450388,7.74648537720608e-05,5.930417526417225e-05,0.0001240396651771435,0.00030379232342856225,7.734477047114055e-05,8.005900873376172e-05,6.434594512822572e-05,0.00014641939990012092,0.00024438721658266867,0.0001419973749476181,0.00017701623608364276,0.00012993171609899327,0.0002291377188052033,0.00015636878925734678,6.654129229970233e-05,0.00011878481130514281,5.7127886361207315e-05,0.00017042053782312874,0.0001499381236901706,0.00011946393087552243,0.00018370146849532073,0.0002511600292694704,0.00022030397062395912,0.0002833539629328297,0.0002553339745121269,0.0003130148027687787,0.00028822794473209215,3,0.4956032633781433,8
8,9.762736807254279e-05,0.0002655706803470731,0.00021250967877677857,0.00020342441541399195,9.815345848177301e-05,0.00011276630745040313,0.00011961893364215498,8.554602303215939e-05,0.00015709793495829617,7.481531950965889e-05,5.8276917139562594e-05,7.532823496605423e-05,4.998571991212962e-05,8.722331330066353e-05,0.00017317745092786894,7.669219596765285e-05,0.00012347031991399187,0.00010720097409927007,4.727901133847959e-05,0.00031750689410644937,0.0001689714808170967,6.534304050574101e-05,4.6171069347354176e-05,0.00012514523600146366,0.0001398774551260849,0.0001716334180771203,0.00017778614147053503,0.0002144851434856818,7.348678729749927e-05,0.00024834918399275146,0.0002845770251442159,0.00011173534285537204,0.00015890598974405834,0.00020053678311733594,0.0004326326807641832,0.00024828197597273946,0.00019561352800373375,6.554060268335709e-05,8.449380028848487e-05,0.00010763571039200451,0.0002750247104334068,6.905616550501186e-05,5.425472597630976e-05,5.772366368221167e-05,0.0001723522251687304,0.00016460418741951263,9.786380117829076e-05,0.00011384933637260683,7.396126891001649e-05,0.000188140634956364,0.00015378364957849134,6.697537431310521e-05,6.912323117459217e-05,6.345338375493396e-05,0.00022703083059756452,0.00015567766364620926,6.94080924534397e-05,0.0002284994555047331,0.00015186678926053506,0.00018009350984213605,0.0003252098010151773,0.00024158873827363718,0.00019786322035529572,0.00013547734824353463,3,0.5123232007026672,9
9,0.00018771905190955183,0.0004302049397825245,0.0003529031717497004,0.00037269593171379236,0.00016358461090289713,9.599325075355475e-05,0.00019026788401338665,8.162104918086923e-05,0.00013415194500778787,7.91175601753512e-05,8.991540667748473e-05,6.138377421140768e-05,4.992225189370985e-05,0.0001070275566740538,0.00011044527746429193,8.831998090459043e-05,0.00011188410391448702,8.095774782225072e-05,5.348058527865931e-05,0.00013269009666795126,0.00012802553584332298,9.131144454762936e-05,6.072463799613e-05,0.0002069016832097792,0.00010932346568134933,0.00016705882535165192,0.00018183175890607598,0.00018491176493137454,0.0001471353358678483,0.0003398523625324278,0.0002927029040458526,0.00010210901721921314,0.00011319242606868693,0.0001789043686229665,0.00041414162814934637,0.00040388809818719994,0.00034072009854962227,6.843774070375314e-05,0.00011727102335007147,0.00010741674306079391,0.00027455719606754624,7.360092845909842e-05,7.154614033097843e-05,4.9098159618299626e-05,0.0001304589234567591,0.00014981447576960932,0.0001461079856747843,0.00011600467287158722,0.00010111962954464126,9.166276391717113e-05,0.00010351829274962652,8.263420938164007e-05,0.00010543887709559317,3.9842775660500316e-05,0.00011280455823033205,0.00014080022786228973,0.00012173910834319224,0.0001966377256768085,0.00020376537367628952,0.00028853072024128345,0.0003323358666265987,0.0002936734953736813,0.0002996927184157573,0.00027835158372244763,3,0.7502207159996033,10
10,0.00016260193637988182,0.0002974287362818095,0.00020875262045316485,0.0002687804258610219,0.0001740476471003897,0.00014381120809067518,0.0001941800418088147,8.741280315391411e-05,0.00012061378289416175,0.00011924449198264412,6.513881068486406e-05,9.299213154946867e-05,0.0001500176027474225,0.0001128890500623985,0.00019633425165915244,0.00011646680837556911,0.0002395958141608656,0.0002233446402653166,4.637330156343177e-05,0.0004221265251524406,0.00020196278508706478,6.555654040112452e-05,6.948618183488929e-05,0.00021980043986361466,0.0001185445586444032,0.0001610430391611582,0.00016871880545788409,0.0002531403312300104,0.00011107690812154399,0.000379372576515936,0.00025087141397881564,0.00013177525371093918,0.00016943543097321337,0.00014169824942300381,0.00034999291199761147,0.0002475374865212802,0.00023437151716307897,0.0001230207910794047,6.838568658545057e-05,0.00016370616171940993,0.00024288694472279125,0.00011073637096408381,6.551387844986784e-05,0.00013559430109603597,0.00018571927064902927,0.00018426849206196422,0.0001965744816678414,0.0003069022435349748,0.00019399897863727405,0.0003144687082155633,0.00024111038084665673,8.844339759680104e-05,0.00011316791288873566,9.220621456372916e-05,0.00020473318715040473,0.00016376347072367446,0.00010798936337956121,0.00022650972624619215,0.00015977768466476878,0.00025288263832006565,0.0003024840955157762,0.0002441583251025191,0.00022972231751408346,0.00029569304752379916,3,0.6096287369728088,11
